quote;rating;date;fullrev;Hotel;Region;Location;hotelid;Naslov;Lat;Long
Food poor and no tap water allowed!;2;16.01.2017;My husband and son were very sick mid way through our skiing holiday. They both ate chicken and bolognese in the restaurant in the evening. I was unaffected as I'm a veggie. Vegetarian food was very limited. The hotel do not allow you to order tap water with your evening meal, you have to pay for bottled water, even if you are ordering wine, beer and fruit juices for the children. I found this outrageous. The Hotel Lec and The Bor restaurant next to the hotel allow tap water and I presume the other hotels do too. It is purely a money making idea from the Restaurant Manager, who I tried to speak to on numerous occasions but he wasn't on duty the times I requested him. The restaurant staff knew I was unhappy but never once tried to rectify the issue and questioned me on the third night as to where I had bought my water from when I arrived in the restaurant. After this happened I refused to buy anymore drinks at the hotel and bought wine and soft drinks from the local supermarket and drank them in the room ( which has a fridge) The supermarket is very cheap and has a great selection of food and drink. The hotel is in a good location to the slopes and if you are happy with paying for water every evening, as well as your alcohol and possibly getting food poisoning, then book this hotel, if not, choose another hotel.It is a real shame that the restaurant food, restaurant rules, restaurant manager and staff are so poor because the hotel itself and the other staff are ok.;Hotel Kompas;Slovenija;Ski_resort;SlovenijaSmucisceHotelKompas;Borovshka cesta 100 ,Kranjska Gora 4280, Slovenia;46.486198;13.7799877
Family skiing;4;8.01.2017;Nice hotel, near the ski infrastructure. Great food, good service, nice small swimming pool and the jacuzzi. Close to the city center and all the shops, restaurants and other amenities. Would love to come back again.;Hotel Kompas;Slovenija;Ski_resort;SlovenijaSmucisceHotelKompas;Borovshka cesta 100 ,Kranjska Gora 4280, Slovenia;46.486198;13.7799877
not a great place;3;30.11.2016;A bit disappointed overall. The reception staff was friendly, but the hotel not very clean, with poor facilities. I have chosen it for it's location and spa, but we actually had to pay 10 E for each use of sauna which we have not been told in advance. Food was good.;Hotel Kompas;Slovenija;Ski_resort;SlovenijaSmucisceHotelKompas;Borovshka cesta 100 ,Kranjska Gora 4280, Slovenia;46.486198;13.7799877
4 days in hotel Kompas;4;13.11.2016;"Spent 4 days, of season in this hotel, November time, HB. Old hotel, nice location in center of Kranjska Gora. FOC parking, Internet is OK, swimming pool not so big but water temperature was OK+ one small pool for the kids. Hot tab (jacuzzi) + 2 sauna`s and Turkish bath . Sauna`s and bathrobe were paid 15€/day/person even for the hotel guests. Rooms are big enough, with old fashion furniture, and nice terrace with mountain view. Good bathroom. Clean, more or less, daily room service could be better. Food was good only when there was an event or tourist groups visit. Other vice food choice was small and not so \fresh\"", not good enough for 4 star`s hotel. Very polite and helpful staff in the restaurant and in the spa area. This hotel is better than 3 stars but also not good enough for 4 stars.""";Hotel Kompas;Slovenija;Ski_resort;SlovenijaSmucisceHotelKompas;Borovshka cesta 100 ,Kranjska Gora 4280, Slovenia;46.486198;13.7799877
Really nice place;4;4.11.2016;I went for a debating camp and ended up staying in this wonderful hotel. It is surrounded by a scenic landscape and is nestled right at the heart of kranjska gora. I loved the rooms and the bathroom. The ball room in the hotel also was very well maintained and I had a great experience there. The only major problem was the food, as I am an Indian and I only eat egg. Therefore I didn't find the choice of food enough for me and thus ate most of my meals outside the hotel. The pool and the jacuzzi were in mint condition.I recommend this place as I had a good experience here.;Hotel Kompas;Slovenija;Ski_resort;SlovenijaSmucisceHotelKompas;Borovshka cesta 100 ,Kranjska Gora 4280, Slovenia;46.486198;13.7799877
Rather 3 stars;3;21.10.2016;I've just come back from my business trip in Krjanska Gora, I've stayed in this hotel for five days. Rooms are big, mine had a really nice view however there are few negative points: dust in the bathroom on the radiator and hair dryer, in the room was too hot, the evening service during our first evening in the bar and the restaurant wasn't nice and the food wasn't really warm. Hotel is more 3 stars than 4 many improvements like refreshing is needed.;Hotel Kompas;Slovenija;Ski_resort;SlovenijaSmucisceHotelKompas;Borovshka cesta 100 ,Kranjska Gora 4280, Slovenia;46.486198;13.7799877
I would choose different next time;3;29.09.2016;"Hotel Kompas is on a hill with very nice views if you get the right room. There are private balconies. Bed was comfortable; linens, especially towels, were nice. Had heated drying racks in bath. However, housekeeping was not that great. Wastebasket was not emptied one day. Bed was sloppily made. The bathroom was terrible. I'm 5' 2\, and the tub was very tall. The location for stepping (climbing in my case) into the tub was only 18\"" or less from the tub which was awkward. There was one bar which made getting in easier, but not helpful getting out. I twisted my ankle the last day trying this trick. Also, carpet was very soiled.I mentioned hotel is on a hill. There were many, many stairs to get to City Center. Very tiring for older travelers. Included breakfast was not that great either.""";Hotel Kompas;Slovenija;Ski_resort;SlovenijaSmucisceHotelKompas;Borovshka cesta 100 ,Kranjska Gora 4280, Slovenia;46.486198;13.7799877
hotel Kompass Kranjska Gora;5;26.09.2016;Hotel Kompass a nice hotel comfortable nice food set in the beautiful village of Kranjska Gora high in the Julian Alps plenty of good bars and restaurants reasonably priced there are plenty of challenging walks and cycle tracks to the lakes ,waterfalls and mountains or just relax book a coach trips to see Slovenia .;Hotel Kompas;Slovenija;Ski_resort;SlovenijaSmucisceHotelKompas;Borovshka cesta 100 ,Kranjska Gora 4280, Slovenia;46.486198;13.7799877
Late Summer holiday;4;17.09.2016;"Booked the Kompas through Thomson Lakes and Mountains at relatively short notice for a late summer break. The hotel is ideally situated on the outskirts of the town, about a five-minute walk from the centre; the main chair-lift is also close at hand. Our room had twin beds rather than the double bed I thought we had booked, it also had a balcony which we hadn’t booked; that said, as far as I could tell from the outside, the majority of rooms seemed to have some sort of balcony, whereas I am sure Thomson were charging a supplement for rooms with this facility – caveat emptor! The décor is perhaps a little dated, however the view from the room was outstanding. There is no air conditioning which at this time of year was not a problem as the temperature dropped at night, however I wonder what it would have been like in the height of summer? The style of meals was buffet for both breakfast and dinner. Breakfast comprised the usual continental style breakfast and was excellent. The only slight criticism I would make is that the fruit juice, which came from an automatic dispenser, tasted as if it had been diluted; however, I have experienced similar in other hotels in Austria, so perhaps this is just the way such things are done in this part of Europe. Dinner comprised soup, salad and an eclectic selection of main courses and desserts. Generally, there was something to suit all tastes, however there was one evening where I struggled to find a main course which appealed. The ambience in the dining room was more canteen than restaurant but the provision was generally adequate.It would be interesting to go back to the hotel in the skiing season, however, whilst we enjoyed our holiday, I think we will be leaving it a few years before we return to Kranjska Gora for a summer holiday.";Hotel Kompas;Slovenija;Ski_resort;SlovenijaSmucisceHotelKompas;Borovshka cesta 100 ,Kranjska Gora 4280, Slovenia;46.486198;13.7799877
views to die for;5;7.09.2016;we loved this resort booked last minute via Thomson and we loved it. We wanted something a little different from our holiday quiet and relaxed from the moment you wake up open the curtains and see the mountain range its something special. take a walk or hire bikes and follow the routes and its peaceful, the walk to the slep (waterfalls is jaw dropping) there is 2 of them 1st ones is the best. As for the hotel good selection of food even if you are a vegetarian good salads and well cooked. rooms comfy, no air con but before you say thats no good the temperature drops at night so you don't need it. staff friendly speak very good english. this hotel is only ten - 15 minutes into Slovenia and 15 minutes from italy by car so goo base point. We cant wait to go back !!!!;Hotel Kompas;Slovenija;Ski_resort;SlovenijaSmucisceHotelKompas;Borovshka cesta 100 ,Kranjska Gora 4280, Slovenia;46.486198;13.7799877
Lovely;4;25.08.2016;Just come back from 10 days in wonderful Kranjska Gora. Were originally booked to stay at the Ramada Resort Hotel, just across the road, but were transferred to the Kompas after 2 nights because of accommodation unsuitability. Were made extremely welcome by the Kompas staff - special mention to Miha. Our room was spacious, spotless and comfortable, with a gorgeous view of the Julian Alps. The food was very nice with ample choice. The swimming pool is a little bit on the small size and guarded by a fairly grumpy-looking lifeguard, but guests at the Kompas can enjoy the fab Larix pool at the Ramada Resort across the cross, at no additional costs. I guess it would have been nice to have occasional evening entertainment and tea-making facilities in the room, but this would definitely not stop us from visiting the Kompas again.;Hotel Kompas;Slovenija;Ski_resort;SlovenijaSmucisceHotelKompas;Borovshka cesta 100 ,Kranjska Gora 4280, Slovenia;46.486198;13.7799877
short summer break;4;16.08.2016;Stopped here for three nights as part of a two week holiday. The room was a good size but did not have air-con so had to have the window open which meant traffic noise. Bathroom large with good shower - orange tiles a bit bright! Buffet breakfast good except juice was watered down so had little flavour. Evening buffet wide choice. Kranjska Gora very pretty but not much to do unless you are into walking.;Hotel Kompas;Slovenija;Ski_resort;SlovenijaSmucisceHotelKompas;Borovshka cesta 100 ,Kranjska Gora 4280, Slovenia;46.486198;13.7799877
Very good hotel, delicious food, pleasant staff;4;2.08.2016;Placed in the middle of mountains and near the town centre but very peaceful, also good pool. Water was delicious from the tap but quite expensive in the hotel, served from the bottle. I would recommend that the hotel uses more environment friendly policy: serve cooled tap water to guests with the price 2 euros per litre. Also it would be better if we would have the opportunity to use the towels a bit longer than one day ... Everything else was great, especially staff was very kind.;Hotel Kompas;Slovenija;Ski_resort;SlovenijaSmucisceHotelKompas;Borovshka cesta 100 ,Kranjska Gora 4280, Slovenia;46.486198;13.7799877
Nice hotel, in a charming town as in a postcard.;3;28.07.2016;Nice hotel, in a charming town as in a postcard.The design of the hotel is beautiful, the food (both breakfast and dinner) is good (the variety was good to). The hotel has an indoor pool for extra fee.  At dinner there was no drinking water, which was surprising to me (a bad surprise), unless you are willing to pay for them. The rooms have bathrobes, but you have to pay for using them. The room key is mechanical (not plastic card). There is a room safe but very small. The mattress of the double bed was too soft for my taste.Our room had a small balcony.You cannot lock the bathroom.The service of the staff was arrogant and extremely unpleasant.Maintenance was not good, the bathroom drain wasn't working well, I asked to fix it, but until we left, the drain wasn't fixed.The shower water pressure was very good.The double bed has two separate individual blankets, I asked for a double blanket, but my request was not granted.No air-condition in the rooms.;Hotel Kompas;Slovenija;Ski_resort;SlovenijaSmucisceHotelKompas;Borovshka cesta 100 ,Kranjska Gora 4280, Slovenia;46.486198;13.7799877
not recommended in hot days in summer-no air condition;3;26.07.2016;The hotel is surrounded by green grass and the view to the mountains is very nice. (if you got a room with balcony) some rooms dontthe bed is not comfortable. sauna and indoor pool are extra feeNo air-condition for hot days in summer.breakfast and dinner goodsome rooms located above the kitchen so stay far of these rooms. and some rooms have no balcony so try to get one because the view worth.;Hotel Kompas;Slovenija;Ski_resort;SlovenijaSmucisceHotelKompas;Borovshka cesta 100 ,Kranjska Gora 4280, Slovenia;46.486198;13.7799877
Strange rules on water in the dining room but great staff.;4;15.06.2016;We enjoyed our time at the Komas. The staff were almost all very helpful, especially in the bar. I was very annoyed though that they refused to serve tap water in the dining room. We were expected to buy a new plastic bottle of water at each meal which I refused to do. When I took water in with me I was asked not to do it, despite the fact that you could easily get glasses of tap water and hot water from the bar anytime. Very strange.There was also no provision for keeping your towels for another day, so not many green points there.There was a large variety of food on offer at breakfast and evening and the rooms were very comfortable.;Hotel Kompas;Slovenija;Ski_resort;SlovenijaSmucisceHotelKompas;Borovshka cesta 100 ,Kranjska Gora 4280, Slovenia;46.486198;13.7799877
Enjoyable stay;4;8.06.2016;We stayed at the Kompass after booking a holiday with Thomson's holidays. The hotel was well located and spotlessly clean. Our towels were changed every day, the buffet breakfast and dinner offered plenty of choice and it was a generally well run hotel.We found that the room safe was not working and that the shower in our room would sometimes become scalding hot for no apparent reason. On reporting these issues to the hotel manager who was called Sanja they were both fixed within a couple of hours which was impressive.The only negative points for us were that the hotel did not offer any coffee/tea making facilities in the room and a lady who we got to know on holiday asked for a jug of tap water with her dinner only to be told that she would need to buy bottled water from the bar which seemed unreasonable. I know from talking to other holiday makers that other hotels eg Ramada and Lepa did offer coffee/tea making facilities.;Hotel Kompas;Slovenija;Ski_resort;SlovenijaSmucisceHotelKompas;Borovshka cesta 100 ,Kranjska Gora 4280, Slovenia;46.486198;13.7799877
good location;4;2.06.2016;"nice & clean hotel ; big parking places ; few minutes walk to the center of the village ; also few minutes walking to the cable car to ski area.location : very good from the main road 1 min. from center 1 min staff : helpful rooms : small but clean - bath room in nice & clean too.breakfast: very good dinner : nice but not gourmeswiming pool is nice";Hotel Kompas;Slovenija;Ski_resort;SlovenijaSmucisceHotelKompas;Borovshka cesta 100 ,Kranjska Gora 4280, Slovenia;46.486198;13.7799877
good hotel;4;27.05.2016;The hotel is a large hotel with many rooms.The service at the hotel is goodThe rooms are large and spacious and extremely comfortable . There is TV , a small fridge , a large wardrobe , a safe , a seating area and a balcony with seating area overlooking stunning viewsThe bathroom is large and spacious ( replace towels every two days )Should note that there is a toweling robe closet packed in a plastic bag . If you open the plastic bag and use a robe , the hotel charges extra price.The only problem in the hotel that the room we got was a common door ( which was locked ) with room adjacent to us. It is very destruction of our privacy and was a lot of noise we heard from the other room.Dinner and breakfast are very good. Meals are served in an open buffet. There is a very large variety of food. At breakfast there is coffee machine and the coffee is very good.The hotel charges extra price for swimming in the pool.Outside the hotel also has a casino and a pub.;Hotel Kompas;Slovenija;Ski_resort;SlovenijaSmucisceHotelKompas;Borovshka cesta 100 ,Kranjska Gora 4280, Slovenia;46.486198;13.7799877
Lovely hotel and well located for the slopes;5;17.04.2016;We visited this hotel for a weeks ski break during the February half term holiday 2016. (Sorry for the late review) The hotel booking was part of a learn to ski package which was arranged through Crystal ski holidays which provided an excellent service.The Kompas is an excellent family oriented hotel and ideally located for the slopes and the main hire shop which are only a few minutes walk away. A few more minutes walking brings you to the main square of KG which has some lovely restaurants, cafes and a picturesque church. The rooms are well appointed and comfortable with some offering balconies and baths at a supplement. Our room was a very spacious quad with bathroom and included a fridge. Ski storage and drying facilities were also provided on the basement level. The restaurant was excellent and provided self service breakfast and evening meals. Waiter service for drinks. There was a good choice of hot and cold breakfast offerings as well as evening meals. The hotel also has a pool and spa area but I think that the spa area was 'natural' so not for the kids. If you timed it right the pool could be very quiet. On the first morning the ski hire shop was very chaotic as a lot of people tried to collect the hire equipment before the morning lessons. This process was further complicated by the lack of communication that failed to inform everyone that you had to use a touch screen to pre register your hire before queueing at the hire desk. This resulted in lots of people queuing for a long time only to be told that they needed to join the queue at the pre registration screen. Very annoying.The ski school started at 09.00 and finished at 11.00. It's the first time that we had morning only lessons but that meant that the afternoon could be spent practicing, relaxing or sightseeing. In some regards it might have been easier for lessons to start and finish an hour later as an 09.00 start was clearly a struggle for some families with younger children. Nevertheless the ski package was brilliant and the instructors spoke excellent English. A real treat was the night ski option where the slopes were floodlight and reopened for skiing between 7 & 10 pm.Crystal offered some full day and half day excursions and we opted to see Lake Bled and Lubjiana which were both very interesting and well worth a look if you visit in either winter or summer.Overall, the whole experience was excellent as was the hotel Kompas. Well recommended.;Hotel Kompas;Slovenija;Ski_resort;SlovenijaSmucisceHotelKompas;Borovshka cesta 100 ,Kranjska Gora 4280, Slovenia;46.486198;13.7799877
Excellent, friendly hotel;5;2.04.2016;Incredibly friendly staff who could not do more to help. Good rooms for the price. Good pool, hot-tub and spa. Great food. Very reasonable food. Immediately opposite the slopes, so great for skiing. Have returned twice.;Hotel Kompas;Slovenija;Ski_resort;SlovenijaSmucisceHotelKompas;Borovshka cesta 100 ,Kranjska Gora 4280, Slovenia;46.486198;13.7799877
Hotel Kompas: A really excelent choice at Kranjska Gora;5;27.02.2016;First of all it has the best location possible and is the first hotel you see when you arrive. It is literally in the center of Kranska Gora, two steps out and you have everything there. The rooms are nice and big, with some looking at the mountains with very impressive views at the sunset, this is really a plus because most of other hotel rooms are looking towards the ski tracks. The Spa has two saunas and a steam bath with a complete relax area. All the staff is really very gentle. This hotel is under the direction of Miss. Rada Rajlic, a very kind and intelligent manager that knows how to make you feel cared. I want to write this review also because I have found a lot of not positive comments about the meals in this hotel, and this is unfair. We stayed 4 nights and therefore we were able to taste both the quality and diversity of their menus. The overall impression is very positive because each dinner was quit distinctive, varied from the starter to the dessert, with high quality products and well prepared and cooked. The same can be said for the breakfast. The Half Board in this hotel corresponds to that of an excelent four stars hotel. When you put all together, you understand that it is a very good choice for making your vacations in a special wilderness, but with all the conforts.;Hotel Kompas;Slovenija;Ski_resort;SlovenijaSmucisceHotelKompas;Borovshka cesta 100 ,Kranjska Gora 4280, Slovenia;46.486198;13.7799877
Good holiday base for a half term week skiing in Kranjska Gora!;4;23.02.2016;The Hotel Kompas is a great base for a week's skiing in Kranjska Gora. Ideally situated 5 minutes walk from the ski school meeting place (10/15 minutes if your carrying kids skis etc as well as your own). The room we had (for 2 adults and 2 children) was spacious and ideal layout for our family. We did have an issue with an incredibly noisy Slovenian (?) school party that were there at the same time though. They kept running up and down the corridors noisily and trying to open room doors. We did report the issue to the reception who said they would send someone up, but it made no difference. We also spoke to the staff with the trip, who to be honest didn't seem to care at all.Having said that though, the hotel worked well for us. Food combinations were sometimes a little random, but we always managed to find something to eat. We were particularly grateful for the cold platter served when we arrived late Saturday evening and the breakfast pack up they gave us when our Crystal coach turned up to collect us at 4.40am to return to Salzburg airport.Ski conditions were fab for February - we had a plentiful supply of snow. We enjoyed the skiing and the tuition in the Intersport Bernik school was good - although there was a nightmare chaos at the ski hire shop when we were collecting equipment at the beginning of the week. Has to be expected though I suppose for the busiest time of the year for them. We skied every morning and then enjoyed a restaurant lunch at the Bor pizzeria place between the hotel and the slopes (well worth a visit). We then spent the afternoon in the hotel pool - which was brilliant for a family with two children who simply couldn't keep skiing all day. We also had plenty of goes at bumboarding - initially for 10 Euros at the Crystal Ski bumboarding Olympics. We then bought our own bumboards from the Intersport store in the town for about 6 Euros.Kranjska Gora still seems to be working out how to organise being a top skiing resort, but it is beautiful and all in all a fabulous family holiday. We will definitely go skiing again.;Hotel Kompas;Slovenija;Ski_resort;SlovenijaSmucisceHotelKompas;Borovshka cesta 100 ,Kranjska Gora 4280, Slovenia;46.486198;13.7799877
Winter escape;4;26.01.2016;Stayed last week for three nights at this delightful hotel. Very nice pool area, if you are there in the summer there are grassy areas outside to enjoy. Because it was quiet, we had the pool to ourselves a couple of times. Pleasant room, helpful staff, very good breakfast choice.I am not sure what Bled would be like with summer crowds, but if you like peace and quiet with frosty lakeside walks, its a delightful time to visit. Worth a meal at the castle, run by local catering college, and catching a local bus (frequent and cheap) to beautiful Lake Bohinj, real lakeside isolation and stunning setting. About thirty minutes, scenic ride. There is a lot going on in event terms over Christmas and New Year, so perfect for a break then, the trees and nativity scenes were only just coming down last week!;Hotel Kompas;Slovenija;Ski_resort;SlovenijaSmucisceHotelKompas;Borovshka cesta 100 ,Kranjska Gora 4280, Slovenia;46.486198;13.7799877
Nice hotel, close to SKI center;4;18.01.2016;This hotel is 100 m from ski slopes. It is warm, rooms are clean, and although it is a bit old it is renovated recently. We had a three bed room with one extra bed and it was not to spacious, but despite that it was ok. Breakfast was ok, always something to pick from, and suppers were even better. Only problem we had is when some nordic skii competitors came and then there were lines for supper :)Hotel has a small pool, with luke warm water, and one smaller for the children. Also a jackuzzi, and sauna. Play center for kids is not to big (one pool with coins, one mini football, table tenis and darts), but when there is snow - who needs it :)Ski depot is underground, so there is a bit going on up, and down the stairs with skiis everyday...;Hotel Kompas;Slovenija;Ski_resort;SlovenijaSmucisceHotelKompas;Borovshka cesta 100 ,Kranjska Gora 4280, Slovenia;46.486198;13.7799877
Good choice!;4;10.01.2016;Old hotel, but well maintained. Good stuff, warm, convenient for skiing. Breakfast is average. Did not like the waterbed at all! Could not sleep :( We had once a dinner in the hotel, enough choice, buffet style. Kids loved it, especially the swimming pool.;Hotel Kompas;Slovenija;Ski_resort;SlovenijaSmucisceHotelKompas;Borovshka cesta 100 ,Kranjska Gora 4280, Slovenia;46.486198;13.7799877
Very Well 4 star Hotel;4;17.11.2015;I have been to Kompas Hotel for business with a group of 5 colleagues. I like hotel very much. Good sizes rooms, lovely indoor pool area, friendly staff and nice breakfast. We did not have a dinner in this hotel but breakfast was bey high standard. Everything you could think of.Hotel is situated 5 mns from slopes and resort center. Highly recommended.;Hotel Kompas;Slovenija;Ski_resort;SlovenijaSmucisceHotelKompas;Borovshka cesta 100 ,Kranjska Gora 4280, Slovenia;46.486198;13.7799877
Comfortable, good location, poor catering;4;21.10.2015;The hotel is very comfortable, rooms well appointed and very clean. Staff excellent and very friendly. Good swimming pool and a pleasant outdoor area for a drink or coffee. The coffee from the bar was first rate but the same cannot be said for the coffee in the restaurant at breakfast, it was appalling as was most of the food in the evening. The breakfast selection was satisfactory. There was an enormous choice for the evening meal but the quality of the cooking was very poor, so bad in fact that we gave up on it and ate out. Slovenia is a beautiful country and I intend to return for skiing but I will be self-catering, the supermarkets are excellent.;Hotel Kompas;Slovenija;Ski_resort;SlovenijaSmucisceHotelKompas;Borovshka cesta 100 ,Kranjska Gora 4280, Slovenia;46.486198;13.7799877
Mass market catering;2;24.09.2015;Stayed 1 week but realised after 1 day that the hotel was catering for overnight coach parties.These groups normally use chain hotels off motorways on the edge of large towns but the Kompas seems to heavily encourage this market.Each afternoon several large coach parties would arrive and all leave the following morning this meant the hotel became virtually a processing unit for travellers,the strain is evident when it comes to dining.The restaurant is packed at dining times with seating priority given to the overnight groups. I was only allocated my own table on my 5th day and this was after the restaurant manager on the previous evening told me in a very rude and obnoxious manner that I was at the wrong table.The food is a product of large scale catering with the predictable unimaginative bland fare repeated every 2/3 days,the fresh fruit selection was particularly poor and the ice cream cabinet was only available 1 day.Breakfast was a similar event but buffet breakfast is a pretty standard meal in any hotel.The hotel itself is quite adequate with decent rooms and standards of cleanliness and the staff are all efficient and helpful including the restaurant waiting staff (with the exception of the restaurant manager).Kranjksa Gora is a lovely place to visit with stunning scenery but part of your holiday experience is the enjoyment of your evening meal and this was not possible at the Kompass.I shall visit Kranjska Gora again but I am afraid that under the current regime I would not stay at the Kompass as I believe each guest should be treated personally and respectfully but this was not my experience.;Hotel Kompas;Slovenija;Ski_resort;SlovenijaSmucisceHotelKompas;Borovshka cesta 100 ,Kranjska Gora 4280, Slovenia;46.486198;13.7799877
Beautiful hote;5;15.09.2015;Beautiful hotel, with nice staff. The rooms are big and clean. The food is really delicious and there is really always enough to choose what will you eat. Also location is good, the hotel is near the ski resort.;Hotel Kompas;Slovenija;Ski_resort;SlovenijaSmucisceHotelKompas;Borovshka cesta 100 ,Kranjska Gora 4280, Slovenia;46.486198;13.7799877
Food and Restaurant service Poor;3;30.08.2015;The food and restaurant service at this 4 star hotel is poor! The choice of food on the buffet at both breakfast and evening meal is also very limited. Whilst there is a varied choice of meat dishes, they are not very appetising. Dishes are not replenished on the salad bar and dessert/fruit selections, so if you are not having your meal at the start of the meal time, you have even less choice. The waitresses/waiters are more interested in setting the tables for breakfast, than serving you with drinks for your evening meal. You have to ask them several times to come for the order, and then you have to remind them that you have not yet received your drinks. This spoilt an otherwise fantastic holiday in a brilliant location.;Hotel Kompas;Slovenija;Ski_resort;SlovenijaSmucisceHotelKompas;Borovshka cesta 100 ,Kranjska Gora 4280, Slovenia;46.486198;13.7799877
Good hotel in lovely alpine village;4;22.08.2015;We stayed one night in our walk of the Soca Valley trail. It's a nice and comfortable hotel with efficient staff and a plentiful buffet at dinner and breakfast. We didn't use the spa or pool so can't comment on those but our room was very spacious and had a balcony with a splendid view. Kraska is a beautiful little town in stunning countryside and the Kompas a decent base for a couple of days.;Hotel Kompas;Slovenija;Ski_resort;SlovenijaSmucisceHotelKompas;Borovshka cesta 100 ,Kranjska Gora 4280, Slovenia;46.486198;13.7799877
hotel kompas standard;3;14.06.2015;having just returned from this hotel we were very very dissapointed with the standard of food served in the restaurant mostly all the food was cold and was also served on cold plates when i complained was told that this would be corrected and it seemed to be for 2 days then back to normal cold again the same thing happened at breakfast with eggs and bacon all cold in fact the food is not as good as a two star pension and for a four star hotel is shocking DO NOT STAY HERE UNLESS YOU LIKE COLD FOOD;Hotel Kompas;Slovenija;Ski_resort;SlovenijaSmucisceHotelKompas;Borovshka cesta 100 ,Kranjska Gora 4280, Slovenia;46.486198;13.7799877
Great Hotel, Service, Food, Room, close to ski lift, will come back again!;4;16.03.2015;This is an excellent 4 star hotel. All staff is extremely friendly and willing to help at any time. Hotel has a good location (30 meters walking to the ski lift), breakfast, dinner buffet were really good with lot of choices. Room was good, well organized, with a balcony (benefit for smokers :). Great room for skiis in the basement.  Swimming pool was great and in low attendance by guests (nice warm water).;Hotel Kompas;Slovenija;Ski_resort;SlovenijaSmucisceHotelKompas;Borovshka cesta 100 ,Kranjska Gora 4280, Slovenia;46.486198;13.7799877
Very disappointed with food and reception staff;2;4.03.2015;We stayed in hotel just 2 nights and we were very disappointed with reception staff and low quality of food in restaurant. Poor selection of food for 4* hotel.Offer does not meet the value you pay. Service in restaurant was great.;Hotel Kompas;Slovenija;Ski_resort;SlovenijaSmucisceHotelKompas;Borovshka cesta 100 ,Kranjska Gora 4280, Slovenia;46.486198;13.7799877
Wonderful Family Holiday;5;2.03.2015;We stayed here in Feb 2015 half term with our 2 children (14 and 10) and brother-in-law, niece 11 and nephew 8. We booked through CrystalSki. Welcome at The Kompas on arrival was quick and efficient. We had a fantastic room. Large bed for ourselves and the children had their own beds in corners of the room. We also had a large table in the middle which was great for the evening for playing card games. Shower/toilet room was large and clean and there was loads of storeage (brother-in-law was also happy with his room). We also had a great view of the slopes. The staff were all amazingly polite and helpful and spoke excellent English. There was a great choice of food (we stayed half board) and I liked the fact that we had the same table each time we ate. My children are quite fussy eaters (not very adventurous!) but they had a good selection everyday. Hotel is a short walk to the slopes, nearby bars and restaurants.The reception area has a bar, great fireplace and large comfy sofas to accommodate bigger groups. A great atmosphere.I would highly recommend The Kompas and we are already looking to book again for next year!;Hotel Kompas;Slovenija;Ski_resort;SlovenijaSmucisceHotelKompas;Borovshka cesta 100 ,Kranjska Gora 4280, Slovenia;46.486198;13.7799877
Excellent hotel, friendly staff, great for families;5;22.02.2015;We stayed here in Feb 2015 with our 2 children who are aged 6 and 8. We came to Kranjska Gora last year so we knew where the hotel was in relation to the local town. It is in an excellent location with just a short walk into the town as well as a short walk to the slopes, useful when you have got to carry childrens skis as well as your own! There is a ski locker in the basement of the hotel and you just leave a small deposit for the key. As the hotel was not full they let us have 2 lockers which was great. The room size was fantastic. We had a king size bed and the children had a proper single bed each which was great. There was also a separate table in the room and 3 chairs a there was still loads of room. There was lots of storage space so we could put everything out of the way and it was nice and clean. I couldn't fault it.We made lots of use of the pool in the hotel. We regularly had the place to ourselves in an afternoon and it was great just being able to go down in the swimming costumes and robes provided by the hotel. They have robes for the children too if you ask at the reception. The pool had floats available and was always a nice temperature and the childrens pool was lovely and warm.We are not particularly fussy eaters and thought the food in the hotel was great with plenty of choice. Loads of different meat, fish, veg and salads. There were always 2 soups available which were nice and there was always a pasta and sauce too. For pudding there was always lots of fruit as well as desserts. Breakfasts were also very varied with lots of choice - cereal and dried fruit, pastries, toast, sausages, eggs and ham and cheese etc.I would definitely stay here again and it would be my first choice of hotel if we come back.;Hotel Kompas;Slovenija;Ski_resort;SlovenijaSmucisceHotelKompas;Borovshka cesta 100 ,Kranjska Gora 4280, Slovenia;46.486198;13.7799877
Friendly,comfortable and good value for money;5;18.02.2015;First stayed here in 2012 and loved it.came again in January this year still with same opinion,comfortable rooms,lovely staff,great location,arrived on the 24th jan,good snow on the slopes,lovely sunny weather,huge snowfall on the Thursday. Good resort for new or intermediate skiers.probably go again next year,deffinately recommend the hotel.;Hotel Kompas;Slovenija;Ski_resort;SlovenijaSmucisceHotelKompas;Borovshka cesta 100 ,Kranjska Gora 4280, Slovenia;46.486198;13.7799877
Excellent Hotel;5;29.01.2015;I would highly recommend this hotel, the staff go above and beyond to make your stay enjoyable. I would like to thank Matej Berco, Stevo Prastalo and Sanja Kosir for all your help. The location is excellent in relation to the ski lifts and the local town. It really was a pleasure staying and I hope to return someday.;Hotel Kompas;Slovenija;Ski_resort;SlovenijaSmucisceHotelKompas;Borovshka cesta 100 ,Kranjska Gora 4280, Slovenia;46.486198;13.7799877
